frame,component,offset,sigma,q_1_00,q_0_99,q_0_98,q_0_97,q_0_96,q_0_95,q_0_90,q_0_80,q_0_50
0004,RoboArm,1,0,0.1511440873146057,0.0560581024363637,0.04141967080533505,0.033546325601637374,0.0276586750894785,0.02386523988097905,0.01605846900492907,0.010646549984812742,0.00497027114033699
0004,RoboArm,1,1,0.07854663580656052,0.043814732134342206,0.03575280211865902,0.02973186837509275,0.025658666640520102,0.022813998162746384,0.016113013401627543,0.010567632876336575,0.005331807304173708
0004,RoboArm,1,2,0.0480421707034111,0.036319492012262346,0.031632924750447274,0.02730406129732729,0.02433280378580094,0.022107074968516823,0.0156405333429575,0.010569299012422562,0.005478438921272755
0004,RoboArm,1,3,0.038570865988731384,0.03150105591863394,0.029113293550908567,0.026690420545637607,0.024524265825748445,0.022725611273199248,0.0149143579415977,0.010411599464714533,0.005669702542945743
0004,RoboArm,2,0,0.14507229626178741,0.04952274501323702,0.03619621567428112,0.028684040363878022,0.023465702310204506,0.02007718747481703,0.01457380410283804,0.008432920090854168,0.0038346960209310055
0004,RoboArm,2,1,0.07316090911626816,0.03826577238738537,0.03145866647362709,0.025900654476135977,0.022330350354313855,0.019751579035073488,0.01444637831300497,0.008873741328716277,0.004185631172731519
0004,RoboArm,2,2,0.04535351321101189,0.031948271207511425,0.02737273786216975,0.024073677249252797,0.021392531245946887,0.01952330954372882,0.013880907092243436,0.00888167191296816,0.004318832419812679
0004,RoboArm,2,3,0.034675512462854385,0.027741608154028655,0.025597761310637,0.023587980009615424,0.021751368567347534,0.019931228924542625,0.01317606307566166,0.00871556494385004,0.0044829759281128645
0004,RoboArm,3,0,0.14507229626178741,0.046305108815431595,0.033539760559797314,0.026131064910441638,0.020998281389474873,0.018175601959228477,0.013416920788586148,0.007215656246989968,0.003260127385146916
0004,RoboArm,3,1,0.07255010306835175,0.0356076841801405,0.028756837435066705,0.023657125514000666,0.020456542298197756,0.018220848683267832,0.013297332730144263,0.007896119728684427,0.003564813989214599
0004,RoboArm,3,2,0.04454763978719711,0.029592532366514206,0.025554393902421,0.022263129521161322,0.019913080781698227,0.018154489621520026,0.012935889698565007,0.007933740317821503,0.0037268600426614285
