path,file_name,folder_name,class_idx,class_name,binary_label,prediction,score
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540057414289200_0000_10000010000000000.jpg,1751540057414289200_0000_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540057618711700_0001_10000010000000000.jpg,1751540057618711700_0001_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540057814921500_0002_10000010000000000.jpg,1751540057814921500_0002_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540058016968900_0003_10000010000000000.jpg,1751540058016968900_0003_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540058225298700_0004_10000010000000000.jpg,1751540058225298700_0004_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540058398410400_0005_10000010000000000.jpg,1751540058398410400_0005_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540058609105900_0006_10000010000000000.jpg,1751540058609105900_0006_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540058800234600_0007_10000010000000000.jpg,1751540058800234600_0007_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540059029175700_0008_10000010000000000.jpg,1751540059029175700_0008_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540059223283700_0009_10000010000000000.jpg,1751540059223283700_0009_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
/Users/rashid/data/DS/AD/Cobots_Synthetic/test/unexpected_person/PLeft/normal/1751540059428055700_0010_10000010000000000.jpg,1751540059428055700_0010_10000010000000000.jpg,normal,0,normal,0,0,5.326517105102539
