path,file_name,folder_name,class_idx,class_name,binary_label,prediction,score
/Users/rashid/data/DS/AD/processed_corridor/test/box/006232_512_512.jpg,006232_512_512.jpg,box,1,anomaly,1,0,0.056412793695926666
/Users/rashid/data/DS/AD/processed_corridor/test/box/006233_512_512.jpg,006233_512_512.jpg,box,1,anomaly,1,0,0.05675191804766655
/Users/rashid/data/DS/AD/processed_corridor/test/box/006234_512_512.jpg,006234_512_512.jpg,box,1,anomaly,1,0,0.0575253963470459
/Users/rashid/data/DS/AD/processed_corridor/test/box/006235_512_512.jpg,006235_512_512.jpg,box,1,anomaly,1,0,0.05771279335021973
/Users/rashid/data/DS/AD/processed_corridor/test/box/006236_512_512.jpg,006236_512_512.jpg,box,1,anomaly,1,0,0.05795220658183098
/Users/rashid/data/DS/AD/processed_corridor/test/box/006237_512_512.jpg,006237_512_512.jpg,box,1,anomaly,1,0,0.05812212824821472
/Users/rashid/data/DS/AD/processed_corridor/test/box/006238_512_512.jpg,006238_512_512.jpg,box,1,anomaly,1,0,0.058428339660167694
/Users/rashid/data/DS/AD/processed_corridor/test/box/006239_512_512.jpg,006239_512_512.jpg,box,1,anomaly,1,0,0.058699723333120346
/Users/rashid/data/DS/AD/processed_corridor/test/box/006240_512_512.jpg,006240_512_512.jpg,box,1,anomaly,1,0,0.058610450476408005
/Users/rashid/data/DS/AD/processed_corridor/test/box/006241_512_512.jpg,006241_512_512.jpg,box,1,anomaly,1,0,0.058729372918605804
/Users/rashid/data/DS/AD/processed_corridor/test/box/006242_512_512.jpg,006242_512_512.jpg,box,1,anomaly,1,0,0.05877506732940674
/Users/rashid/data/DS/AD/processed_corridor/test/box/006243_512_512.jpg,006243_512_512.jpg,box,1,anomaly,1,0,0.058527469635009766
/Users/rashid/data/DS/AD/processed_corridor/test/box/006244_512_512.jpg,006244_512_512.jpg,box,1,anomaly,1,0,0.05872762203216553
/Users/rashid/data/DS/AD/processed_corridor/test/box/006245_512_512.jpg,006245_512_512.jpg,box,1,anomaly,1,0,0.059214070439338684
/Users/rashid/data/DS/AD/processed_corridor/test/box/006246_512_512.jpg,006246_512_512.jpg,box,1,anomaly,1,0,0.058689557015895844
/Users/rashid/data/DS/AD/processed_corridor/test/box/006247_512_512.jpg,006247_512_512.jpg,box,1,anomaly,1,0,0.05832943320274353
/Users/rashid/data/DS/AD/processed_corridor/test/box/006248_512_512.jpg,006248_512_512.jpg,box,1,anomaly,1,0,0.058104634284973145
/Users/rashid/data/DS/AD/processed_corridor/test/box/006249_512_512.jpg,006249_512_512.jpg,box,1,anomaly,1,0,0.05816934257745743
/Users/rashid/data/DS/AD/processed_corridor/test/box/006250_512_512.jpg,006250_512_512.jpg,box,1,anomaly,1,0,0.05844948813319206
/Users/rashid/data/DS/AD/processed_corridor/test/box/006251_512_512.jpg,006251_512_512.jpg,box,1,anomaly,1,0,0.05890698358416557
/Users/rashid/data/DS/AD/processed_corridor/test/box/006252_512_512.jpg,006252_512_512.jpg,box,1,anomaly,1,0,0.05934455990791321
/Users/rashid/data/DS/AD/processed_corridor/test/box/006253_512_512.jpg,006253_512_512.jpg,box,1,anomaly,1,0,0.05929088592529297
/Users/rashid/data/DS/AD/processed_corridor/test/box/006254_512_512.jpg,006254_512_512.jpg,box,1,anomaly,1,0,0.05933003127574921
/Users/rashid/data/DS/AD/processed_corridor/test/box/006255_512_512.jpg,006255_512_512.jpg,box,1,anomaly,1,0,0.05944204330444336
/Users/rashid/data/DS/AD/processed_corridor/test/box/006256_512_512.jpg,006256_512_512.jpg,box,1,anomaly,1,0,0.0593167245388031
/Users/rashid/data/DS/AD/processed_corridor/test/box/006257_512_512.jpg,006257_512_512.jpg,box,1,anomaly,1,0,0.05974971503019333
/Users/rashid/data/DS/AD/processed_corridor/test/box/006258_512_512.jpg,006258_512_512.jpg,box,1,anomaly,1,0,0.05993279814720154
/Users/rashid/data/DS/AD/processed_corridor/test/box/006259_512_512.jpg,006259_512_512.jpg,box,1,anomaly,1,0,0.06009170413017273
/Users/rashid/data/DS/AD/processed_corridor/test/box/006260_512_512.jpg,006260_512_512.jpg,box,1,anomaly,1,0,0.05976270139217377
/Users/rashid/data/DS/AD/processed_corridor/test/box/006261_512_512.jpg,006261_512_512.jpg,box,1,anomaly,1,0,0.05976758897304535
/Users/rashid/data/DS/AD/processed_corridor/test/box/006262_512_512.jpg,006262_512_512.jpg,box,1,anomaly,1,0,0.05997082218527794
/Users/rashid/data/DS/AD/processed_corridor/test/box/006263_512_512.jpg,006263_512_512.jpg,box,1,anomaly,1,0,0.060560088604688644
/Users/rashid/data/DS/AD/processed_corridor/test/box/006264_512_512.jpg,006264_512_512.jpg,box,1,anomaly,1,0,0.06059699505567551
/Users/rashid/data/DS/AD/processed_corridor/test/box/006265_512_512.jpg,006265_512_512.jpg,box,1,anomaly,1,0,0.06077798455953598
/Users/rashid/data/DS/AD/processed_corridor/test/box/006266_512_512.jpg,006266_512_512.jpg,box,1,anomaly,1,0,0.06100650131702423
/Users/rashid/data/DS/AD/processed_corridor/test/box/006267_512_512.jpg,006267_512_512.jpg,box,1,anomaly,1,0,0.06121128052473068
/Users/rashid/data/DS/AD/processed_corridor/test/box/006268_512_512.jpg,006268_512_512.jpg,box,1,anomaly,1,0,0.06144748255610466
